product_name,selling_price_inr,mrp_inr,discount_as_listed,discount_calculated,star_rating,specs,category,platform,source_url,scraped_at,num_reviews,price_band,discount_band,savings_inr
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th,79990,109990.0,27.0,27.28,4.5,Intel Core Ultra 7 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=1,2026-04-21 15:32:12,,Premium,Medium (10-30%),30000.0
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 8840H Office 2024 and Backlit Keyboard AMD Ryzen 7 Octa Co,82990,94890.0,12.0,12.54,4.4,AMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=1,2026-04-21 15:32:12,,Premium,Medium (10-30%),11900.0
HP MS Office 2024 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) fd0466TU Thin and L,53990,60539.0,10.0,10.82,4.2,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),6549.0
DELL 15 Microsoft Office Home 2024 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) 3,46990,54479.0,13.0,13.75,4.2,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),7489.0
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light,44990,44999.0,0.02,0.02,4.3,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Low (0-10%),9.0
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS |,35490,43990.0,19.0,19.32,4.3,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),8500.0
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 H",46990,54990.0,14.0,14.55,4.3,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),8000.0
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light,57375,59900.0,4.0,4.22,4.3,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Low (0-10%),2525.0
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U",58990,75000.0,21.0,21.35,4.3,"Intel Core 5 Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),16010.0
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS |,39990,43990.0,9.0,9.09,4.3,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Low (0-10%),4000.0
Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge,94990,109990.0,13.0,13.64,4.2,Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),15000.0
Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core i5 13th Gen 13420H - (24 GB/1 TB SSD/W,74490,87990.0,15.0,15.34,4.4,Intel Core i5 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),13500.0
Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body with 1Yr ADP Intel Core i5 13th Gen 13420H - (16 GB/5,69990,85390.0,18.0,18.03,4.4,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),15400.0
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS |,40990,50990.0,19.0,19.61,4.2,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),10000.0
HP 15 (i3 14th Gen) Intel Core 3 100U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0885TU Thin and Light,54990,59999.0,8.0,8.35,4.2,Intel Core 3 Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Low (0-10%),5009.0
Lenovo Yoga 7 WUXGA-OLED with 1Yr ADP Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home),111990,162290.0,30.0,30.99,4.5,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,High (30%+),50300.0
DELL Inspiron 15 Microsoft Office Home 2024 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11,54990,63416.0,13.0,13.29,4.2,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Medium (10-30%),8426.0
HP 14 AI PC Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop,82990,88415.0,6.0,6.14,4.1,Intel Core Ultra 7 Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-21 15:32:23,,Premium,Low (0-10%),5425.0
ASUS Expertbook P1 with 1 Yr ADP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P15,52690,74990.0,29.0,29.74,4.3,"Intel Core i3 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),22300.0
Lenovo IdeaPad Slim 3 with 1Yr ADP Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home),61900,71996.0,14.0,14.02,4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),10096.0
DELL Inspiron 15 (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) DC15250 Thin,47990,49990.0,4.0,4.0,4.3,Intel Core 3 Processor8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Onsite Hardware Service,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Low (0-10%),2000.0
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and,54947,83000.0,33.0,33.8,4.2,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,High (30%+),28053.0
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Ch,14990,16298.0,8.0,8.03,4.0,MediaTek Kompanio 520 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Mid Range,Low (0-10%),1308.0
"ASUS Vivobook S15, A-Part Metal Body, Backlit Keyboard, Intel Core i9 13th Gen 13900H - (16 GB/512 GB",72990,110990.0,34.0,34.24,4.4,Intel Core i9 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,High (30%+),38000.0
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph,72990,83990.0,13.0,13.1,4.4,AMD Ryzen 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),11000.0
Acer NITRO LITE 16 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI,62990,84999.0,25.0,25.89,4.4,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),22009.0
DELL 15 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 35,51061,69999.0,27.0,27.05,4.3,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),18938.0
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-428IN Busi,42999,65990.0,34.0,34.84,4.4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,High (30%+),22991.0
"ASUS Vivobook 15 (2025) with Touchscreen & Backlit Keyboard, Intel Core i3 13th Gen 1315U - (8 GB/512",49990,55990.0,10.0,10.72,4.3,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),6000.0
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) A324-53 Thin and Light L,57990,64990.0,10.0,10.77,4.3,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),7000.0
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core Ultra 5 225H - (1",72990,74990.0,2.0,2.67,4.4,"Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Low (0-10%),2000.0
Lenovo AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15ABR8 Laptop,54990,72690.0,24.0,24.35,3.4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-21 15:32:33,,Premium,Medium (10-30%),17700.0
Ultimus APEX Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) NU14U7INC56BN-CS Laptop,24699,39990.0,38.0,38.24,3.5,Intel Celeron Dual Core Processor8 GB LPDDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.81 cm (14.1 Inch) DisplayPre loaded windows APP1 Year Manufacturer Warranty : Battery & adaptor only 6 Month,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Mid Range,High (30%+),15291.0
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 82XM00QD,55999,60747.0,7.0,7.82,4.5,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home 20241 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Low (0-10%),4748.0
ASUS Expertbook P1 with 1 Yr ADP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P150,46990,69990.0,32.0,32.86,4.3,"Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,High (30%+),23000.0
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U",46990,54990.0,14.0,14.55,4.3,"Intel Core i3 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),8000.0
HP G9 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 250R G9 Business Laptop,54999,59999.0,8.0,8.33,4.0,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS OFFICE1 year Onsite Warrenty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Low (0-10%),5000.0
"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 - (16 GB/512 GB SSD/Wi",72990,92990.0,21.0,21.51,4.2,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),20000.0
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G,72990,99999.0,27.0,27.01,4.3,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),27009.0
HP 15 (i5 14th Gen) Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) FD0651TU Thin and Light Lapt,55990,68793.0,18.0,18.61,3.8,Intel Core 5 Processor8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),12803.0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a,58990,76990.0,23.0,23.38,4.1,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),18000.0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a,54990,76690.0,28.0,28.3,4.1,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),21700.0
Lenovo IdeaPad Pro 5 with 1Yr ADP Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 Home) 14IAH10 T,134990,167890.0,19.0,19.6,4.4,Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),32900.0
Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD,64990,82690.0,21.0,21.41,4.4,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),17700.0
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light,38500,40000.0,3.0,3.75,3.8,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Low (0-10%),1500.0
Acer Aspire Intel Celeron Dual Core N4500 - (12 GB/256 GB SSD/Windows 11 Home) A324-45-V2 Thin and Lig,20990,29999.0,30.0,30.03,3.8,Intel Celeron Dual Core Processor12 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Mid Range,High (30%+),9009.0
HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11 Home) 250R G,46980,66990.0,29.0,29.87,4.3,"Intel Core 3 Processor (14th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),20010.0
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho",49491,55990.0,11.0,11.61,4.3,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-21 15:32:44,,Premium,Medium (10-30%),6499.0
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and,56990,62526.0,8.0,8.85,4.3,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Low (0-10%),5536.0
HP Essentials Intel Core i5 13th Gen 1334U - (8 GB/1 TB SSD/Windows 11 Home) 15-FD0549TU Thin and Ligh,63665,72057.0,11.0,11.65,5.0,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Medium (10-30%),8392.0
Lenovo IdeaPad Slim 3 with 1Yr ADP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Id,44990,53790.0,16.0,16.36,4.3,Intel Core i3 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home 20241 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Medium (10-30%),8800.0
MSI Modern 14 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-1424IN,44990,58990.0,23.0,23.73,4.3,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student�20211 Year On-Site Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Medium (10-30%),14000.0
Lenovo Chromebook 11IJL9 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) Chromeboo,16489,30999.0,46.0,46.81,3.8,Intel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Mid Range,High (30%+),14510.0
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U",46990,50990.0,7.0,7.84,4.3,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Low (0-10%),4000.0
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho",39990,69990.0,42.0,42.86,4.2,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,High (30%+),30000.0
Primebook 2 Max (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/256 GB/Android 15) PBG9915256#4,28490,34990.0,18.0,18.58,4.3,MediaTek Helio G99 (MT8781) Processor8 GB LPDDR4X RAM64 bit Android Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Mid Range,Medium (10-30%),6500.0
