product_name,selling_price_inr,mrp_inr,discount_as_listed,discount_calculated,star_rating,specs,category,platform,source_url,scraped_at,num_reviews,price_band,discount_band,savings_inr
"vivo T5x 5G (Star Silver, 128 GB)",22999,28999.0,20.0,20.69,4.5,6 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),6000.0
"vivo T5x 5G (Cyber Green, 128 GB)",22999,28999.0,20.0,20.69,4.5,6 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),6000.0
"MOTOROLA g06 power (Pantone tapestry, 64 GB)",9999,9999.0,0.0,0.0,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Budget,Low (0-10%),0.0
"realme P4 Lite 5G (Mosaic Blue, 64 GB)",13499,19999.0,32.0,32.5,4.4,4 GB RAM | 64 GB ROM17.27 cm (6.8 inches) HD+ Display13MP Rear Camera | 5MP Front Camera7000 mAh lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,High (30%+),6500.0
"vivo T5x 5G (Cyber Green, 256 GB)",26999,33999.0,20.0,20.59,4.5,8 GB RAM | 256 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),7000.0
"Ai+ Pulse 1 (Sparkle Red, 64 GB)",7999,7999.0,0.0,0.0,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Budget,Low (0-10%),0.0
"realme P4 Lite 5G (Mosaic Green, 64 GB)",13499,19999.0,32.0,32.5,4.4,4 GB RAM | 64 GB ROM17.27 cm (6.8 inches) HD+ Display13MP Rear Camera | 5MP Front Camera7000 mAh lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,High (30%+),6500.0
"realme P4x 5G (Matte Silver, 128 GB)",16499,17999.0,8.0,8.33,4.4,6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Low (0-10%),1500.0
"Ai+ Pulse 1 (Blue, 64 GB)",7999,7999.0,0.0,0.0,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Budget,Low (0-10%),0.0
"Ai+ Pulse 2 (Purple, 64 GB)",8499,10999.0,22.0,22.73,4.6,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryT7250 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Budget,Medium (10-30%),2500.0
"realme P4 Lite 5G (Mosaic Green, 128 GB)",16499,22999.0,28.0,28.26,4.5,6 GB RAM | 128 GB ROM17.27 cm (6.8 inches) HD+ Display13MP Rear Camera | 5MP Front Camera7000 mAh lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),6500.0
"MOTOROLA g35 5G (Leaf Green, 128 GB)",12499,12499.0,0.0,0.0,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Low (0-10%),0.0
"POCO C85x (Elite Black, 64 GB)",11499,13499.0,14.0,14.82,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) HD+ Display32MP Rear Camera6300 mAh Lithium-Ion Polymer BatteryT8300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),2000.0
"MOTOROLA g57 power 5G (Pantone Regatta, 128 GB)",15999,17999.0,11.0,11.11,4.4,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 8MP Front Camera7000 mAh Battery6s Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),2000.0
"MOTOROLA g35 5G (Midnight Black, 128 GB)",12499,12499.0,0.0,0.0,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Low (0-10%),0.0
"MOTOROLA g06 power (Pantone Tendril, 64 GB)",9999,9999.0,0.0,0.0,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Budget,Low (0-10%),0.0
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",12499,13999.0,10.0,10.72,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),1500.0
"MOTOROLA g35 5G (Leaf Green, 128 GB)",13999,15499.0,9.0,9.68,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Low (0-10%),1500.0
"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 128 GB)",22999,24999.0,8.0,8.0,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Low (0-10%),2000.0
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 128 GB)",22999,24999.0,8.0,8.0,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Low (0-10%),2000.0
"realme P4x 5G (Matte Silver, 256 GB)",19499,20999.0,7.0,7.14,4.4,8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Low (0-10%),1500.0
"MOTOROLA g57 power 5G (Pantone Fluidity, 128 GB)",15999,17999.0,11.0,11.11,4.4,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 8MP Front Camera7000 mAh Battery6s Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),2000.0
"Ai+ Pulse 2 (Blue, 64 GB)",8499,10999.0,22.0,22.73,4.6,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryT7250 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Budget,Medium (10-30%),2500.0
"POCO M8 (Carbon Black, 256 GB)",21999,24999.0,12.0,12.0,4.5,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=1,2026-04-21 15:31:10,,Mid Range,Medium (10-30%),3000.0
"POCO C75 5G (Enchanted Green, 64 GB)",10999,10999.0,0.0,0.0,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Low (0-10%),0.0
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 128 GB)",22999,24999.0,8.0,8.0,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Low (0-10%),2000.0
"realme P4x 5G (Lake Green, 256 GB)",19499,20999.0,7.0,7.14,4.4,8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Low (0-10%),1500.0
"POCO C85x (Sunset Gold, 64 GB)",11499,13499.0,14.0,14.82,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) HD+ Display32MP Rear Camera6300 mAh Lithium-Ion Polymer BatteryT8300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Medium (10-30%),2000.0
"vivo T5x 5G (Star Silver, 128 GB)",24999,30999.0,19.0,19.36,4.5,8 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Medium (10-30%),6000.0
"Ai+ Pulse 1 (Black, 64 GB)",7999,7999.0,0.0,0.0,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Budget,Low (0-10%),0.0
"Ai+ Pulse 2 (Green, 128 GB)",9499,11999.0,20.0,20.84,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryT7250 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Budget,Medium (10-30%),2500.0
"POCO M7 Plus 5G (Chrome Silver, 128 GB)",15999,16999.0,5.0,5.88,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Low (0-10%),1000.0
"Infinix GT 30 5G+ Pulse Green 128 (Pulse Green, 128 GB)",21999,24999.0,12.0,12.0,4.4,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Medium (10-30%),3000.0
"realme P4 Lite (Sea Blue, 64 GB)",9999,12999.0,23.0,23.08,4.4,4 GB RAM | 64 GB ROM17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Budget,Medium (10-30%),3000.0
"realme P4 Lite 5G (Mosaic Green, 128 GB)",14499,20999.0,30.0,30.95,4.4,4 GB RAM | 128 GB ROM17.27 cm (6.8 inches) HD+ Display13MP Rear Camera | 5MP Front Camera7000 mAh lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,High (30%+),6500.0
"Nothing Phone (4a) (White, 256 GB)",34999,37999.0,7.0,7.89,4.5,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 50MP + 8MP | 32MP Front Camera5400 mAh Lithium ion BatterySnapdragon 7s Gen 4 Processor1 Year Manufacturing Warranty,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Premium,Low (0-10%),3000.0
"realme P4 Lite (Sea Blue, 128 GB)",10999,13999.0,21.0,21.43,4.4,4 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Medium (10-30%),3000.0
"MOTOROLA g06 power (Pantone Laurel Oak, 64 GB)",9999,9999.0,0.0,0.0,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Budget,Low (0-10%),0.0
"OnePlus Nord 6 (Pitch Black, 256 GB)",39500,52999.0,25.0,25.47,4.7,"8 GB RAM | 256 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display50MP Rear Camera9000 mAh Battery4 octa-core processor Processorone-year limited warranty starting from the date of delivery, covering manufacturing defects in materials and workmanship",mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Premium,Medium (10-30%),13499.0
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",12499,13999.0,10.0,10.72,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Medium (10-30%),1500.0
"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 128 GB)",22999,24999.0,8.0,8.0,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Low (0-10%),2000.0
"vivo T5x 5G (Cyber Green, 128 GB)",24999,30999.0,19.0,19.36,4.5,8 GB RAM | 128 GB ROM17.17 cm (6.76 inch) Display50MP + 2MP | 32MP Front Camera7200 mAh Li-ion BatteryDimensity 7400-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Medium (10-30%),6000.0
"realme P4 Lite (Beach Gold, 128 GB)",10999,13999.0,21.0,21.43,4.4,4 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Mid Range,Medium (10-30%),3000.0
"MOTOROLA g05 (Forest Green, 64 GB)",7299,9999.0,27.0,27.0,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5100 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=2,2026-04-21 15:31:26,,Budget,Medium (10-30%),2700.0
"POCO C71 (Desert Gold, 128 GB)",9999,9999.0,0.0,0.0,4.1,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Budget,Low (0-10%),0.0
"Google Pixel 9A (Obsidian, 256 GB)",39999,49999.0,20.0,20.0,4.5,8 GB RAM | 256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP | 12MP Front Camera5100 mAh BatteryTensor G4 Processor1 Year Domestic Warranty,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Premium,Medium (10-30%),10000.0
"Ai+ Pulse 2 (Blue, 128 GB)",9499,11999.0,20.0,20.84,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryT7250 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Budget,Medium (10-30%),2500.0
"POCO C85x (Emerald Green, 64 GB)",11499,13499.0,14.0,14.82,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) HD+ Display32MP Rear Camera6300 mAh Lithium-Ion Polymer BatteryT8300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Medium (10-30%),2000.0
"POCO M7 Plus 5G (Carbon Black, 128 GB)",15999,16999.0,5.0,5.88,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),1000.0
"vivo T4x 5G (Pronto Purple, 256 GB)",20999,20999.0,0.0,0.0,4.4,8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),0.0
"vivo T4R 5G (Twilight Blue, 128 GB)",22999,23499.0,2.0,2.13,4.5,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),500.0
"POCO C71 (Cool Blue, 128 GB)",9999,9999.0,0.0,0.0,4.1,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Budget,Low (0-10%),0.0
"POCO M8 (Frost Silver, 256 GB)",21999,24999.0,12.0,12.0,4.5,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.2 cm (6.77 inch) Full HD+ Display50MP Rear Camera | 20MP Front Camera5520 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Medium (10-30%),3000.0
"POCO M6 Plus 5G (Graphite Black, 128 GB)",14499,17999.0,19.0,19.45,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Medium (10-30%),3500.0
"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",18999,20999.0,9.0,9.52,4.4,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5500 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),2000.0
"MOTOROLA g35 5G (Guava Red, 128 GB)",12499,12499.0,0.0,0.0,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),0.0
"POCO C75 5G (Aqua Bliss, 128 GB)",11499,11499.0,0.0,0.0,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),0.0
"vivo T4R 5G (Arctic White, 128 GB)",22999,23499.0,2.0,2.13,4.5,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),500.0
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",11499,12499.0,8.0,8.0,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,mobiles,Flipkart,https://www.flipkart.com/search?q=smartphones&page=3,2026-04-21 15:31:38,,Mid Range,Low (0-10%),1000.0
